title,press,date,summary,url
연두색 번호판의 기습…S클래스 독주 끝? [데이터로 보는 세상],매경이코노미,2025-04-05,"고가 법인차 번호판이 연두색으로 바뀌면서 S클래스 판매량이 감소하기 시작했다. 2024년 두 차종의 격차는 급격히 줄었고, 올해 들어서는 7시리즈 판매량이 S클래스를 역전했다. S클래스의 경우 고가 법인차 번호판 변경 이후 법인차 비율이 80.2%에서 72%로 8.2%포인트 낮아졌다. 7시리즈도 79.2%에서...",https://www.mk.co.kr/article/11276278
'연두색 번호판' 기피 현상 감소…고급 수입차 판매 '꿈틀',뉴시스언론사 선정,2025-04-08,"지난해부터 시행한 '연두색 번호판' 제도로 고급 수입 법인차 판매량이 급감했지만, 올해 다시 반등 조짐을 보이고 있다. 24일 한국수입자동차협회(KAIDA)에 따르면 지난달까지 법인으로 등록한 1억원 이상 수입차는 5501대로 파악됐다. 지난해 같은 기간(4394대) 대비 25%가량 증가한 수치다. 지난해...",https://www.newsis.com/view/NISX20250324_0003110599
"""정체된 S클래스""···벤츠, 더 위 노린다",시사저널이코노미,2025-04-01,"카이즈유 데이터연구소에 따르면 연두색 번호판 적용 전 S클래스 법인차 비중은 80.2%였으나 정책 시행 후 72%로 약 8.2%p 떨어졌다. 7시리즈는 79.2%에서 74.9%로 4.3%p 내려갔다. 이에 대해 연구소는 ""두 차종 격차가 좁혀진 원인은 S클래스 차주들이 연두색 번호판에 더 민감하게 반응한 것으로 해석된다""며...",https://www.sisajournal-e.com/news/articleView.html?idxno=410659
'맞수' 벤츠 S클래스·BMW 7시리즈…'영원한 왕좌'는 없다?,지피코리아,2025-04-08,"S클래스의 경우 고가 법인차 번호판 변경 이후 법인차 비율이 80.2%에서 72.0%로 8.2%p 낮아졌다. 7시리즈도 79.2%에서 74.9%로 4.3%p 낮아졌으나 S클래스보다는 감소폭이 적다. 구매자가 법인이 아닌 개인인 경우, 두 차종 모두 4050 남성 소비자들이 주요 구매층인 것으로 나타났다. 연구소는 두 차종의...",https://www.gpkorea.com/news/articleView.html?idxno=126703
연두색 번호판 기피 현상 감소? 올해 들어 고급 수입차 판매 늘어,월요신문,2025-04-08,"사진=뉴시스 ［월요신문=전지환 기자］지난해부터 시행한 '연두색 번호판' 제도로 인해 한때 고급 수입 법인차 판매량이 감소했으나, 올해 다시 고급 수입 법인차 판매량이 반등 조짐을 보이고 있다. 25일 한국수입자동차협회(KAIDA)에 따르면 지난달까지 법인으로 등록한 1억원 이상 고가 수입 자동차는...",http://www.wolyo.co.kr/news/articleView.html?idxno=257386
"[1년전 오늘] '연두색 번호판' 시행 앞두고··· 지난해 3억이상 법인차, 전년 대비 58.4%↑",전국매일신문,2025-01-13,바로 '법인차'와 '연두색 번호판'이다. 8천만 원 넘는 법인승용차 '연두색 번호판' 부착한다. [연합뉴스] ● 2018년 357대→지난해 1천858대 법인차 전용 '연두색 번호판' 도입을 앞두고 지난해 대당 3억 원이 넘는 초고가 법인 승용차 등록 대수가 전년보다 60% 가까이 늘어난 것으로 나타났다. 1월...,https://www.jeonmae.co.kr/news/articleView.html?idxno=1110413
‘고가 수입 법인차’ 8년만 감소세 전환…연두색 번호판 영향,이투데이,2024-12-28,이투데이=강문정 기자 | 올해 1억 넘는 수입 법인차 판매 28.3% 감소 2016년 이후 8년 만에 감소세로 돌아설 듯 고가 법인차 연두색 번호판 부착 영향으로 풀이 수입차 시장 규모도 전년 대비 소폭 감소할 전망 올해 1억 원이 넘는 고가 수입 법인차 판매가 8년 만에 감소세로 돌아설 전망이다. 올해부터...,https://www.etoday.co.kr/news/view/2430964
"고가 법인차, 연두색 번호판 피하려 8000만원 이하 ‘다운 계약’ 기승 부린다",세계일보언론사 선정,2024-11-11,SBS 갈무리 연두색 번호판 제도가 도입된 지 약 10개월 동안 전국적으로 약 1만8000 대의 법인차가 이 번호판을 부착한 것으로 집계됐다. 국회 국토교통위원회 소속 더불어민주당 이연희 의원이 국토부로부터 제출받은 자료를 보면 올해 1월부터 10월 16일까지 8000만 원 이상의 취득가로 등록된 법인차는 총...,http://www.segye.com/newsView/20241110510026?OutUrl=naver
'연두색 번호판' 1년…1억 넘는 수입차 판매 8년 만에 급감,아시아경제언론사 선정,2025-01-28,"한편 연두색 번호판 제도는 고가 법인차의 사적 사용을 방지하기 위해 도입됐다. 윤석열 대통령의 대선 당시 대표 공약이기도 했다. 앞서 2023년 말 국토교통부가 '자동차 등록번호판 등의 기준에 관한 고시' 개정안을 행정예고하고, 지난해 1월부터 시행했다. 관용차를 포함한 취득가액 8000만원...",https://view.asiae.co.kr/article/2025012812100140247
법인차 '연두색 번호판' 안 달려고 쓰는 '꼼수'…국토부 전수 조사,SBS,2024-11-10,▲ 법인차 연두색 번호판 부착 올해 초부터 신규·변경 등록하는 8천만 원 이상의 법인 승용차에 적용되는 연두색 번호판 부착을 회피하려는 '꼼수'가 등장하자 소관 부서인 국토교통부가 올해 법인차 등록 건수에 대한 전수 조사에 착수했습니다. 세금 혜택을 받는 고가의 법인차를 사적으로 이용하려는...,https://news.sbs.co.kr/news/endPage.do?news_id=N1007867212&plink=ORI&cooper=NAVER
